dep_delay,arr_delay,taxi_out,distance,air_time,Cluster
-7.0,-8.0,8.0,642.0,111.0,2
-2.0,-23.0,17.0,1739.0,195.0,0
-5.0,-12.0,28.0,479.0,77.0,2
-8.0,-23.0,19.0,1183.0,179.0,0
-4.0,-27.0,10.0,1254.0,142.0,2
16.0,-6.0,11.0,946.0,130.0,2
-6.0,-25.0,10.0,1102.0,148.0,2
-6.0,-10.0,25.0,590.0,78.0,2
-4.0,7.0,17.0,1120.0,165.0,2
10.0,-3.0,13.0,909.0,123.0,2
4.0,-16.0,10.0,361.0,52.0,2
-5.0,-25.0,14.0,164.0,29.0,2
37.0,31.0,15.0,347.0,57.0,2
-1.0,-11.0,16.0,803.0,105.0,2
114.0,118.0,20.0,862.0,115.0,1
-3.0,-18.0,17.0,977.0,128.0,2
68.0,61.0,18.0,391.0,67.0,2
28.0,30.0,22.0,977.0,151.0,2
-14.0,-6.0,24.0,113.0,29.0,2
-4.0,-11.0,19.0,1012.0,133.0,2
-4.0,1.0,22.0,1212.0,172.0,0
-2.0,-14.0,12.0,987.0,123.0,2
-2.0,-13.0,15.0,1389.0,197.0,0
-7.0,-23.0,10.0,227.0,38.0,2
-3.0,4.0,12.0,569.0,87.0,2
19.0,14.0,11.0,123.0,24.0,2
-6.0,-5.0,21.0,547.0,84.0,2
0.0,-21.0,19.0,2227.0,253.0,0
-7.0,-10.0,12.0,261.0,41.0,2
145.0,122.0,16.0,1158.0,167.0,1
-2.0,-23.0,13.0,370.0,57.0,2
-9.0,-15.0,15.0,605.0,91.0,2
5.0,0.0,13.0,288.0,54.0,2
-4.0,-25.0,18.0,280.0,42.0,2
5.0,-5.0,13.0,909.0,107.0,2
61.0,48.0,11.0,444.0,68.0,2
45.0,34.0,14.0,709.0,94.0,2
0.0,46.0,24.0,349.0,107.0,2
-2.0,-12.0,13.0,399.0,68.0,2
199.0,199.0,37.0,200.0,47.0,1
-4.0,-12.0,8.0,843.0,111.0,2
-3.0,0.0,14.0,84.0,18.0,2
-8.0,-1.0,21.0,834.0,130.0,2
18.0,14.0,15.0,2554.0,297.0,0
-7.0,-13.0,13.0,223.0,45.0,2
101.0,94.0,21.0,1709.0,243.0,0
-5.0,-25.0,11.0,1674.0,203.0,0
-6.0,-16.0,27.0,372.0,70.0,2
35.0,6.0,10.0,509.0,81.0,2
-2.0,1.0,19.0,1514.0,215.0,0
30.0,42.0,33.0,2021.0,235.0,0
0.0,-8.0,25.0,1117.0,135.0,2
-2.0,-1.0,22.0,223.0,40.0,2
-3.0,14.0,39.0,283.0,48.0,1
-5.0,-15.0,11.0,311.0,56.0,2
-8.0,-18.0,13.0,585.0,91.0,2
-6.0,-7.0,13.0,216.0,41.0,2
2.0,-2.0,28.0,486.0,60.0,2
-5.0,-23.0,13.0,1089.0,134.0,2
-2.0,-9.0,11.0,317.0,46.0,2
-4.0,-1.0,34.0,1013.0,132.0,2
-5.0,-18.0,12.0,689.0,95.0,2
22.0,13.0,13.0,334.0,55.0,2
76.0,70.0,13.0,674.0,97.0,2
-10.0,-25.0,11.0,589.0,79.0,2
-3.0,30.0,61.0,306.0,50.0,1
-2.0,5.0,14.0,628.0,92.0,2
12.0,7.0,23.0,946.0,122.0,2
-1.0,-8.0,15.0,685.0,95.0,2
-8.0,-21.0,17.0,693.0,97.0,2
-13.0,-23.0,20.0,1723.0,207.0,0
52.0,38.0,13.0,666.0,92.0,2
-8.0,-21.0,13.0,297.0,44.0,2
-10.0,-2.0,31.0,378.0,61.0,2
4.0,5.0,20.0,601.0,82.0,2
-2.0,-24.0,14.0,1674.0,213.0,0
-9.0,-19.0,25.0,84.0,21.0,2
-4.0,-16.0,11.0,1396.0,160.0,0
-3.0,-12.0,11.0,583.0,83.0,2
137.0,112.0,18.0,980.0,137.0,1
34.0,40.0,24.0,2717.0,361.0,0
-3.0,-14.0,13.0,597.0,78.0,2
-3.0,8.0,34.0,787.0,101.0,1
-4.0,-4.0,14.0,100.0,20.0,2
-1.0,-10.0,22.0,733.0,92.0,2
-5.0,-15.0,12.0,550.0,86.0,2
-2.0,-13.0,16.0,925.0,128.0,2
-1.0,-6.0,13.0,647.0,98.0,2
-5.0,-16.0,16.0,334.0,63.0,2
1.0,-13.0,10.0,391.0,57.0,2
-3.0,2.0,24.0,292.0,54.0,2
0.0,8.0,36.0,828.0,115.0,1
22.0,57.0,14.0,2569.0,366.0,0
-4.0,-18.0,13.0,187.0,48.0,2
-9.0,-26.0,11.0,1076.0,144.0,2
30.0,0.0,14.0,2504.0,275.0,0
27.0,11.0,20.0,1188.0,166.0,0
-5.0,-7.0,26.0,304.0,53.0,2
0.0,-7.0,16.0,468.0,74.0,2
1.0,-7.0,12.0,210.0,41.0,2
-2.0,-25.0,13.0,1744.0,240.0,0
1.0,-5.0,18.0,1190.0,152.0,2
21.0,16.0,11.0,879.0,122.0,2
2.0,0.0,19.0,602.0,88.0,2
-8.0,20.0,43.0,920.0,149.0,1
121.0,109.0,20.0,809.0,115.0,1
2.0,3.0,16.0,102.0,23.0,2
19.0,8.0,22.0,895.0,114.0,2
-5.0,-10.0,14.0,1728.0,211.0,0
30.0,8.0,8.0,813.0,105.0,2
-10.0,-4.0,21.0,1671.0,203.0,0
-2.0,-33.0,14.0,1330.0,169.0,0
1.0,-14.0,14.0,575.0,85.0,2
-7.0,-20.0,16.0,488.0,74.0,2
-5.0,-9.0,10.0,1012.0,145.0,2
11.0,9.0,9.0,321.0,58.0,2
12.0,1.0,13.0,74.0,18.0,2
5.0,6.0,16.0,1190.0,158.0,2
168.0,156.0,18.0,1121.0,166.0,1
5.0,2.0,20.0,1416.0,180.0,0
-1.0,-15.0,19.0,438.0,66.0,2
-3.0,-18.0,15.0,2695.0,355.0,0
36.0,46.0,39.0,2704.0,365.0,0
-5.0,-20.0,19.0,1325.0,164.0,0
-5.0,-3.0,32.0,226.0,47.0,2
134.0,103.0,10.0,675.0,102.0,1
1.0,-8.0,29.0,134.0,25.0,2
-2.0,7.0,35.0,435.0,76.0,1
112.0,103.0,11.0,185.0,35.0,1
-1.0,4.0,12.0,2486.0,297.0,0
-7.0,-7.0,25.0,280.0,70.0,2
34.0,68.0,34.0,547.0,93.0,1
-5.0,-10.0,26.0,2860.0,342.0,0
9.0,6.0,11.0,188.0,45.0,2
-9.0,-8.0,29.0,980.0,143.0,2
-5.0,-10.0,19.0,666.0,94.0,2
0.0,-26.0,16.0,888.0,129.0,2
27.0,70.0,14.0,1231.0,250.0,0
-7.0,35.0,77.0,1201.0,179.0,1
-5.0,-6.0,10.0,1449.0,216.0,0
-4.0,1.0,26.0,1235.0,149.0,2
-5.0,-23.0,16.0,1107.0,136.0,2
7.0,26.0,12.0,488.0,85.0,2
153.0,158.0,29.0,335.0,57.0,1
72.0,57.0,15.0,667.0,90.0,2
74.0,59.0,6.0,1123.0,148.0,2
24.0,19.0,19.0,1464.0,198.0,0
25.0,16.0,23.0,258.0,46.0,2
-2.0,0.0,20.0,302.0,53.0,2
-16.0,-36.0,14.0,933.0,124.0,2
4.0,8.0,20.0,224.0,47.0,2
-1.0,-6.0,13.0,214.0,39.0,2
-6.0,-11.0,12.0,1407.0,182.0,0
1.0,-13.0,10.0,2350.0,273.0,0
-6.0,-14.0,16.0,153.0,33.0,2
13.0,5.0,15.0,1189.0,149.0,2
-1.0,-7.0,23.0,719.0,116.0,2
-6.0,-10.0,20.0,1874.0,217.0,0
-2.0,-12.0,14.0,603.0,100.0,2
5.0,5.0,15.0,913.0,129.0,2
-5.0,-12.0,14.0,736.0,94.0,2
-2.0,5.0,11.0,2239.0,279.0,0
-16.0,-29.0,8.0,692.0,109.0,2
1.0,10.0,25.0,190.0,45.0,2
6.0,-22.0,14.0,1102.0,120.0,2
-2.0,-8.0,18.0,177.0,50.0,2
-13.0,-3.0,39.0,1198.0,155.0,1
0.0,-6.0,12.0,2434.0,302.0,0
-2.0,-10.0,16.0,231.0,43.0,2
-7.0,-13.0,11.0,1931.0,282.0,0
1.0,-7.0,13.0,936.0,116.0,2
-12.0,-23.0,17.0,925.0,127.0,2
0.0,-14.0,30.0,1075.0,150.0,2
-11.0,-9.0,21.0,234.0,53.0,2
-6.0,24.0,16.0,1127.0,190.0,0
-5.0,-14.0,13.0,562.0,84.0,2
-2.0,-12.0,18.0,309.0,50.0,2
0.0,0.0,8.0,1294.0,177.0,0
-12.0,-14.0,18.0,546.0,93.0,2
37.0,40.0,25.0,550.0,84.0,1
-12.0,-22.0,18.0,507.0,74.0,2
-15.0,-8.0,18.0,2466.0,286.0,0
-2.0,-11.0,17.0,1797.0,242.0,0
102.0,83.0,21.0,1590.0,172.0,1
-2.0,-8.0,10.0,488.0,71.0,2
50.0,55.0,24.0,426.0,69.0,1
-3.0,-14.0,11.0,1182.0,158.0,2
41.0,34.0,10.0,670.0,94.0,2
10.0,-5.0,11.0,1521.0,191.0,0
2.0,-14.0,13.0,594.0,79.0,2
117.0,86.0,15.0,2342.0,233.0,0
-3.0,-24.0,10.0,604.0,102.0,2
0.0,-2.0,10.0,402.0,74.0,2
35.0,25.0,14.0,1660.0,214.0,0
-5.0,-13.0,12.0,409.0,64.0,2
1.0,-10.0,11.0,404.0,60.0,2
-8.0,-20.0,9.0,1108.0,161.0,2
13.0,7.0,14.0,925.0,133.0,2
-4.0,-15.0,14.0,930.0,142.0,2
32.0,27.0,12.0,484.0,62.0,2
15.0,18.0,14.0,1097.0,173.0,2
-8.0,-26.0,11.0,765.0,109.0,2
2.0,9.0,9.0,1037.0,132.0,2
-1.0,-10.0,11.0,594.0,89.0,2
-4.0,3.0,35.0,109.0,26.0,2
-1.0,-10.0,13.0,306.0,46.0,2
37.0,33.0,19.0,574.0,81.0,2
-3.0,-18.0,17.0,1487.0,196.0,0
20.0,6.0,11.0,2182.0,315.0,0
4.0,3.0,15.0,369.0,63.0,2
-4.0,-22.0,13.0,948.0,131.0,2
0.0,-2.0,18.0,231.0,44.0,2
63.0,55.0,8.0,370.0,54.0,2
15.0,11.0,14.0,677.0,90.0,2
1.0,-6.0,23.0,762.0,109.0,2
-4.0,-6.0,16.0,844.0,139.0,2
-3.0,-7.0,13.0,411.0,72.0,2
-6.0,-15.0,23.0,977.0,132.0,2
-7.0,-10.0,20.0,1237.0,184.0,0
-2.0,-30.0,23.0,1733.0,195.0,0
0.0,-13.0,10.0,787.0,108.0,2
1.0,3.0,24.0,484.0,84.0,2
0.0,-9.0,16.0,209.0,47.0,2
-4.0,-14.0,12.0,431.0,67.0,2
-7.0,-23.0,15.0,378.0,69.0,2
-3.0,-2.0,30.0,236.0,48.0,2
0.0,8.0,32.0,444.0,63.0,2
-5.0,0.0,14.0,812.0,126.0,2
-9.0,-21.0,16.0,280.0,63.0,2
8.0,-9.0,12.0,793.0,108.0,2
132.0,132.0,18.0,1123.0,139.0,1
8.0,-3.0,15.0,1773.0,207.0,0
-4.0,4.0,27.0,1090.0,143.0,2
-6.0,-5.0,17.0,409.0,61.0,2
-6.0,-37.0,11.0,2475.0,319.0,0
-5.0,-16.0,14.0,432.0,63.0,2
47.0,35.0,22.0,1055.0,129.0,2
-4.0,-15.0,21.0,141.0,26.0,2
-4.0,3.0,16.0,1587.0,237.0,0
-5.0,1.0,17.0,612.0,102.0,2
-6.0,-8.0,13.0,1121.0,153.0,2
7.0,5.0,29.0,888.0,107.0,2
11.0,32.0,27.0,1448.0,192.0,0
31.0,-1.0,20.0,1258.0,152.0,2
-9.0,-23.0,20.0,1927.0,216.0,0
99.0,118.0,35.0,589.0,79.0,1
-1.0,-28.0,10.0,1163.0,138.0,2
-10.0,-25.0,16.0,2398.0,275.0,0
35.0,12.0,31.0,1303.0,167.0,0
11.0,-4.0,14.0,926.0,115.0,2
-9.0,-21.0,19.0,1009.0,144.0,2
-2.0,2.0,10.0,1300.0,181.0,0
0.0,-8.0,11.0,1041.0,128.0,2
-6.0,-22.0,16.0,963.0,135.0,2
0.0,-16.0,23.0,1438.0,180.0,0
-6.0,-12.0,11.0,554.0,66.0,2
-7.0,-3.0,19.0,483.0,89.0,2
0.0,-19.0,24.0,833.0,105.0,2
50.0,49.0,16.0,164.0,33.0,2
13.0,-1.0,9.0,594.0,88.0,2
0.0,-8.0,13.0,1747.0,207.0,0
-4.0,-9.0,17.0,867.0,121.0,2
17.0,11.0,20.0,931.0,129.0,2
-3.0,-16.0,13.0,997.0,127.0,2
-7.0,-14.0,17.0,758.0,100.0,2
-2.0,-29.0,18.0,733.0,110.0,2
4.0,8.0,24.0,862.0,113.0,2
5.0,1.0,16.0,431.0,68.0,2
-18.0,-2.0,24.0,1171.0,166.0,0
73.0,50.0,17.0,2402.0,265.0,0
13.0,25.0,24.0,1499.0,228.0,0
-4.0,-17.0,12.0,231.0,37.0,2
-4.0,2.0,41.0,862.0,109.0,1
-6.0,0.0,17.0,102.0,22.0,2
-8.0,-3.0,8.0,409.0,70.0,2
-7.0,-17.0,20.0,427.0,76.0,2
-3.0,11.0,39.0,2182.0,255.0,0
-3.0,11.0,33.0,370.0,57.0,2
18.0,3.0,27.0,603.0,78.0,2
101.0,121.0,45.0,925.0,145.0,1
-6.0,-13.0,20.0,959.0,136.0,2
16.0,6.0,8.0,1010.0,136.0,2
-8.0,-13.0,15.0,282.0,52.0,2
7.0,7.0,11.0,1042.0,147.0,2
-9.0,-26.0,12.0,457.0,73.0,2
-2.0,-19.0,15.0,2475.0,284.0,0
-6.0,-10.0,19.0,1892.0,218.0,0
-6.0,-17.0,14.0,819.0,108.0,2
45.0,87.0,56.0,802.0,97.0,1
-7.0,-22.0,12.0,616.0,87.0,2
49.0,107.0,81.0,408.0,74.0,1
-6.0,-31.0,16.0,949.0,145.0,2
-7.0,-2.0,20.0,372.0,65.0,2
-1.0,-15.0,16.0,612.0,102.0,2
-6.0,3.0,12.0,533.0,90.0,2
-5.0,-27.0,13.0,610.0,79.0,2
-7.0,-14.0,12.0,192.0,36.0,2
-7.0,-15.0,16.0,158.0,37.0,2
-1.0,-32.0,23.0,1744.0,209.0,0
-10.0,-23.0,15.0,950.0,124.0,2
-3.0,102.0,81.0,1337.0,220.0,1
15.0,7.0,12.0,640.0,94.0,2
-5.0,-12.0,9.0,755.0,100.0,2
-5.0,-35.0,12.0,957.0,118.0,2
-8.0,-6.0,17.0,177.0,32.0,2
-4.0,-7.0,23.0,449.0,67.0,2
2.0,13.0,25.0,590.0,97.0,2
-10.0,-21.0,15.0,1080.0,142.0,2
19.0,7.0,10.0,862.0,123.0,2
47.0,28.0,17.0,991.0,130.0,2
9.0,20.0,14.0,936.0,148.0,2
-2.0,-10.0,11.0,909.0,115.0,2
7.0,2.0,12.0,1102.0,144.0,2
-2.0,-11.0,10.0,586.0,82.0,2
-1.0,-30.0,23.0,1782.0,189.0,0
-4.0,-9.0,20.0,1119.0,162.0,2
-12.0,-6.0,17.0,438.0,78.0,2
-6.0,-18.0,24.0,184.0,35.0,2
-5.0,-26.0,9.0,1184.0,127.0,2
-4.0,-9.0,11.0,317.0,44.0,2
-5.0,-12.0,22.0,695.0,88.0,2
-8.0,-18.0,20.0,414.0,70.0,2
-6.0,-10.0,8.0,838.0,116.0,2
-4.0,-11.0,13.0,247.0,46.0,2
12.0,-1.0,11.0,270.0,41.0,2
-10.0,-11.0,19.0,994.0,112.0,2
-1.0,20.0,21.0,2585.0,378.0,0
7.0,55.0,22.0,977.0,128.0,2
-4.0,-15.0,10.0,996.0,132.0,2
-9.0,-8.0,20.0,399.0,66.0,2
29.0,-10.0,26.0,1440.0,192.0,0
36.0,28.0,17.0,347.0,55.0,2
63.0,32.0,12.0,631.0,84.0,2
-5.0,-17.0,19.0,925.0,118.0,2
-5.0,8.0,20.0,341.0,62.0,2
7.0,-11.0,9.0,1162.0,173.0,2
-8.0,-18.0,12.0,1341.0,176.0,0
-5.0,-14.0,14.0,399.0,74.0,2
92.0,88.0,15.0,1024.0,152.0,1
-5.0,-17.0,11.0,192.0,34.0,2
10.0,-5.0,10.0,449.0,68.0,2
-4.0,-17.0,13.0,813.0,97.0,2
94.0,95.0,14.0,1522.0,204.0,0
6.0,-9.0,13.0,854.0,111.0,2
438.0,423.0,11.0,440.0,61.0,3
11.0,-11.0,10.0,419.0,59.0,2
33.0,27.0,8.0,603.0,86.0,2
-3.0,-10.0,19.0,937.0,124.0,2
-10.0,-12.0,13.0,438.0,67.0,2
81.0,76.0,15.0,899.0,122.0,1
-5.0,-19.0,11.0,258.0,45.0,2
-12.0,-20.0,18.0,628.0,90.0,2
0.0,-14.0,14.0,368.0,52.0,2
-5.0,0.0,24.0,345.0,66.0,2
88.0,92.0,21.0,368.0,65.0,1
-3.0,-4.0,27.0,937.0,122.0,2
-4.0,-8.0,15.0,160.0,40.0,2
15.0,15.0,23.0,363.0,56.0,2
6.0,-3.0,15.0,636.0,94.0,2
10.0,-4.0,22.0,1874.0,231.0,0
3.0,-18.0,12.0,1715.0,192.0,0
-12.0,-16.0,21.0,488.0,78.0,2
-4.0,-9.0,17.0,1041.0,125.0,2
12.0,4.0,23.0,1189.0,135.0,2
-5.0,-11.0,15.0,1102.0,167.0,2
-10.0,-13.0,20.0,152.0,31.0,2
15.0,5.0,18.0,404.0,61.0,2
-5.0,-12.0,13.0,453.0,71.0,2
200.0,199.0,14.0,989.0,139.0,1
-2.0,-14.0,9.0,1209.0,137.0,2
-3.0,-24.0,8.0,780.0,114.0,2
-7.0,-17.0,21.0,343.0,64.0,2
-9.0,-21.0,24.0,427.0,69.0,2
-7.0,-10.0,19.0,807.0,108.0,2
-6.0,-21.0,14.0,641.0,95.0,2
-3.0,-14.0,15.0,731.0,94.0,2
-11.0,-10.0,17.0,588.0,89.0,2
-5.0,-9.0,15.0,421.0,70.0,2
-8.0,-14.0,16.0,845.0,128.0,2
-6.0,-7.0,12.0,2161.0,290.0,0
-2.0,0.0,21.0,564.0,99.0,2
0.0,-12.0,15.0,173.0,34.0,2
-1.0,-40.0,13.0,1310.0,156.0,0
-9.0,-11.0,19.0,338.0,55.0,2
-7.0,-10.0,14.0,666.0,98.0,2
-7.0,-8.0,20.0,474.0,84.0,2
2.0,10.0,35.0,577.0,93.0,1
-6.0,-18.0,18.0,430.0,65.0,2
86.0,84.0,11.0,629.0,91.0,2
-4.0,-4.0,21.0,236.0,48.0,2
70.0,65.0,14.0,509.0,77.0,2
-10.0,-29.0,20.0,1102.0,118.0,2
-10.0,-25.0,24.0,444.0,70.0,2
-5.0,-26.0,18.0,585.0,76.0,2
-7.0,-1.0,27.0,524.0,84.0,2
14.0,14.0,14.0,2086.0,282.0,0
21.0,10.0,16.0,925.0,120.0,2
-3.0,-6.0,10.0,302.0,45.0,2
-3.0,-18.0,14.0,456.0,66.0,2
24.0,4.0,23.0,762.0,105.0,2
-7.0,4.0,36.0,933.0,124.0,1
54.0,58.0,13.0,787.0,128.0,2
-2.0,-5.0,16.0,102.0,22.0,2
12.0,1.0,14.0,192.0,40.0,2
-5.0,-30.0,23.0,2153.0,242.0,0
-9.0,-8.0,41.0,828.0,110.0,1
6.0,10.0,17.0,281.0,44.0,2
1.0,2.0,19.0,405.0,64.0,2
2.0,-24.0,13.0,965.0,116.0,2
31.0,15.0,19.0,1192.0,144.0,2
6.0,22.0,14.0,196.0,47.0,2
-2.0,-18.0,9.0,2486.0,289.0,0
-13.0,-7.0,21.0,920.0,133.0,2
82.0,53.0,14.0,2087.0,223.0,0
-9.0,-21.0,17.0,306.0,47.0,2
-9.0,-5.0,22.0,152.0,41.0,2
-6.0,-6.0,22.0,802.0,112.0,2
-15.0,-30.0,12.0,1210.0,161.0,2
-6.0,-8.0,18.0,456.0,61.0,2
-6.0,-8.0,19.0,237.0,40.0,2
2.0,-4.0,13.0,1020.0,122.0,2
2.0,-17.0,11.0,453.0,68.0,2
-8.0,-12.0,21.0,305.0,48.0,2
8.0,-17.0,21.0,2288.0,252.0,0
-14.0,-37.0,19.0,524.0,69.0,2
-1.0,10.0,37.0,304.0,57.0,1
4.0,2.0,23.0,337.0,56.0,2
-4.0,-24.0,17.0,1452.0,189.0,0
12.0,16.0,25.0,801.0,102.0,2
4.0,-2.0,8.0,277.0,46.0,2
-4.0,-46.0,15.0,2075.0,265.0,0
31.0,21.0,20.0,585.0,80.0,2
-9.0,26.0,23.0,853.0,111.0,2
-6.0,-9.0,9.0,727.0,108.0,2
-10.0,8.0,35.0,1123.0,145.0,1
29.0,-6.0,9.0,1081.0,135.0,2
-1.0,3.0,15.0,949.0,121.0,2
10.0,5.0,14.0,444.0,76.0,2
-1.0,-2.0,14.0,368.0,60.0,2
-3.0,-16.0,10.0,469.0,63.0,2
-3.0,7.0,29.0,370.0,63.0,2
17.0,14.0,13.0,475.0,60.0,2
254.0,264.0,22.0,913.0,130.0,1
-6.0,-13.0,13.0,151.0,34.0,2
1198.0,1203.0,16.0,2704.0,307.0,3
-2.0,9.0,28.0,763.0,111.0,2
79.0,76.0,12.0,731.0,112.0,2
-3.0,23.0,52.0,2125.0,294.0,0
-9.0,-25.0,11.0,715.0,89.0,2
16.0,8.0,10.0,997.0,134.0,2
-6.0,-21.0,10.0,404.0,65.0,2
-7.0,-32.0,22.0,1671.0,240.0,0
0.0,-12.0,16.0,1045.0,136.0,2
0.0,-9.0,17.0,2521.0,289.0,0
-10.0,-22.0,14.0,1045.0,140.0,2
-1.0,-10.0,14.0,588.0,86.0,2
-2.0,-20.0,8.0,825.0,110.0,2
71.0,76.0,27.0,270.0,53.0,1
8.0,-4.0,13.0,675.0,97.0,2
-4.0,-32.0,14.0,1103.0,128.0,2
132.0,119.0,18.0,1747.0,219.0,0
6.0,-10.0,16.0,311.0,51.0,2
-6.0,-21.0,7.0,453.0,66.0,2
-4.0,-23.0,17.0,2248.0,314.0,0
-4.0,-29.0,21.0,1400.0,192.0,0
-7.0,-18.0,13.0,569.0,79.0,2
-13.0,13.0,15.0,1107.0,158.0,2
-6.0,-17.0,14.0,502.0,69.0,2
-7.0,-24.0,13.0,1400.0,189.0,0
-4.0,-10.0,15.0,605.0,87.0,2
-12.0,-7.0,11.0,453.0,65.0,2
-1.0,-12.0,11.0,2521.0,328.0,0
0.0,-15.0,8.0,1476.0,166.0,0
-6.0,2.0,37.0,507.0,76.0,1
78.0,89.0,10.0,589.0,107.0,2
-9.0,-8.0,21.0,119.0,30.0,2
8.0,-2.0,9.0,602.0,95.0,2
26.0,18.0,10.0,436.0,57.0,2
1.0,5.0,19.0,280.0,52.0,2
-10.0,-19.0,12.0,596.0,79.0,2
-1.0,24.0,10.0,1123.0,194.0,0
2.0,-12.0,15.0,562.0,75.0,2
157.0,174.0,30.0,631.0,92.0,1
-4.0,13.0,17.0,843.0,141.0,2
-6.0,-14.0,16.0,234.0,43.0,2
-8.0,0.0,38.0,1448.0,183.0,0
61.0,151.0,121.0,468.0,66.0,1
4.0,18.0,38.0,909.0,122.0,1
-3.0,-26.0,15.0,502.0,73.0,2
12.0,44.0,42.0,534.0,79.0,1
-3.0,-10.0,14.0,1235.0,150.0,2
-2.0,-19.0,15.0,888.0,123.0,2
-6.0,0.0,27.0,414.0,67.0,2
-4.0,-13.0,16.0,119.0,28.0,2
-8.0,6.0,39.0,266.0,50.0,1
-11.0,-25.0,11.0,680.0,106.0,2
-2.0,-18.0,21.0,605.0,86.0,2
-3.0,-6.0,19.0,201.0,39.0,2
-5.0,-17.0,13.0,226.0,41.0,2
4.0,-3.0,13.0,247.0,42.0,2
23.0,10.0,13.0,793.0,100.0,2
36.0,45.0,32.0,861.0,120.0,1
-2.0,-13.0,14.0,700.0,95.0,2
10.0,6.0,11.0,347.0,51.0,2
-7.0,-8.0,17.0,214.0,36.0,2
104.0,101.0,14.0,651.0,84.0,1
15.0,22.0,38.0,503.0,66.0,1
30.0,54.0,30.0,437.0,72.0,1
55.0,30.0,14.0,1096.0,158.0,2
4.0,-7.0,15.0,435.0,61.0,2
-8.0,-23.0,17.0,1008.0,151.0,2
-5.0,-15.0,9.0,675.0,105.0,2
-4.0,-32.0,16.0,679.0,95.0,2
-4.0,-22.0,10.0,2457.0,296.0,0
16.0,15.0,14.0,1089.0,157.0,2
-2.0,-14.0,32.0,1623.0,187.0,0
42.0,32.0,9.0,393.0,57.0,2
-4.0,-19.0,18.0,458.0,71.0,2
-6.0,-14.0,9.0,1448.0,185.0,0
-8.0,-10.0,12.0,2300.0,271.0,0
-6.0,-19.0,11.0,231.0,43.0,2
-10.0,10.0,20.0,2092.0,251.0,0
20.0,17.0,11.0,386.0,65.0,2
32.0,38.0,26.0,679.0,107.0,1
-8.0,-16.0,12.0,240.0,42.0,2
43.0,30.0,20.0,1192.0,175.0,0
-1.0,-14.0,11.0,226.0,47.0,2
-9.0,-22.0,17.0,612.0,86.0,2
23.0,9.0,11.0,689.0,85.0,2
25.0,16.0,11.0,1035.0,131.0,2
4.0,-31.0,19.0,2402.0,302.0,0
-1.0,18.0,14.0,2688.0,354.0,0
4.0,50.0,21.0,1171.0,155.0,2
-8.0,2.0,10.0,1185.0,149.0,2
-14.0,-26.0,15.0,301.0,55.0,2
-5.0,-12.0,19.0,818.0,125.0,2
-9.0,10.0,15.0,2917.0,412.0,0
-6.0,-20.0,11.0,1565.0,213.0,0
148.0,131.0,18.0,1620.0,223.0,1
-4.0,-26.0,20.0,942.0,126.0,2
1.0,-7.0,21.0,1751.0,222.0,0
0.0,1.0,15.0,324.0,51.0,2
-5.0,-15.0,15.0,781.0,111.0,2
25.0,10.0,9.0,957.0,119.0,2
-7.0,-3.0,28.0,1188.0,150.0,2
28.0,30.0,32.0,393.0,63.0,1
-6.0,-15.0,10.0,1814.0,259.0,0
-2.0,-9.0,15.0,437.0,75.0,2
1.0,-2.0,10.0,216.0,36.0,2
-10.0,-17.0,8.0,389.0,65.0,2
34.0,18.0,11.0,1086.0,139.0,2
277.0,275.0,33.0,679.0,101.0,1
-8.0,-12.0,14.0,1124.0,132.0,2
-10.0,-15.0,28.0,224.0,44.0,2
-2.0,-13.0,14.0,1075.0,144.0,2
-1.0,3.0,24.0,862.0,105.0,2
-6.0,-10.0,38.0,630.0,99.0,1
1.0,-10.0,28.0,1124.0,132.0,2
-2.0,-6.0,15.0,404.0,63.0,2
-3.0,-23.0,11.0,1900.0,236.0,0
-8.0,-13.0,11.0,185.0,37.0,2
-5.0,-20.0,29.0,944.0,129.0,2
-4.0,-8.0,19.0,2398.0,275.0,0
-6.0,-1.0,28.0,201.0,45.0,2
18.0,20.0,18.0,725.0,130.0,2
-9.0,-22.0,14.0,612.0,90.0,2
11.0,17.0,28.0,787.0,114.0,2
-2.0,-17.0,25.0,596.0,78.0,2
-11.0,-12.0,26.0,184.0,42.0,2
4.0,-10.0,13.0,448.0,62.0,2
33.0,39.0,37.0,157.0,32.0,1
28.0,33.0,35.0,2446.0,307.0,0
-6.0,-1.0,8.0,475.0,71.0,2
0.0,-16.0,7.0,704.0,98.0,2
-3.0,-10.0,23.0,199.0,46.0,2
82.0,67.0,18.0,125.0,30.0,1
25.0,8.0,12.0,787.0,102.0,2
-15.0,-26.0,12.0,1220.0,146.0,2
-8.0,-5.0,21.0,279.0,55.0,2
45.0,53.0,45.0,2153.0,287.0,0
-1.0,-34.0,10.0,1217.0,165.0,2
84.0,116.0,38.0,1562.0,228.0,1
0.0,-3.0,27.0,871.0,108.0,2
1.0,-12.0,9.0,134.0,32.0,2
66.0,52.0,12.0,328.0,53.0,2
33.0,29.0,22.0,666.0,98.0,2
-4.0,-8.0,17.0,977.0,143.0,2
-4.0,-28.0,7.0,917.0,119.0,2
-12.0,-2.0,26.0,680.0,104.0,2
-2.0,-17.0,15.0,125.0,29.0,2
-1.0,-14.0,14.0,569.0,83.0,2
-1.0,9.0,19.0,941.0,133.0,2
-3.0,0.0,18.0,223.0,49.0,2
